title,price,location,surface,rooms,baths,link,location_clean,city,district,price_capped
BEN-MA-1119 - Appartement à vendre à Mansouria-B...,1640000,"Appartements dans Benslimane, Autre secteur",109,2,2,https://www.avito.ma/fr/autre_secteur/appartements/BEN_MA_1119___Appartement_%C3%A0_vendre_%C3%A0_Mansouria_B____57356776.htm,"Benslimane, Autre secteur",benslimane,autre secteur,1640000
CMN-MA-2450 - Appartement à vendre à Bd Anoual,1800000,"Appartements dans Casablanca, Autre secteur",114,3,2,https://www.avito.ma/fr/autre_secteur/appartements/CMN_MA_2450___Appartement_%C3%A0_vendre_%C3%A0_Bd_Anoual_57276428.htm,"Casablanca, Autre secteur",casablanca,autre secteur,1800000
VENDRE 162M² BD ROUDANI – MAÂRIF,2650000,"Appartements dans Casablanca, Maarif",162,3,3,https://www.avito.ma/fr/maarif/appartements/%C3%80_VENDRE_162M%C2%B2_BD_ROUDANI___MA%C3%82RIF_57838311.htm,"Casablanca, Maarif",casablanca,maarif,2650000
Studio 49m Neuf Proche Tram Anoual,1020000,"Appartements dans Casablanca, Quartier des Hôpitaux",49,1,1,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Studio_49m_Neuf_Proche_Tram_Anoual_57486720.htm,"Casablanca, Quartier des Hôpitaux",casablanca,quartier des hôpitaux,1020000
Appart 105m A Résidence Casa Park Sidi Maarouf,1250000,"Appartements dans Casablanca, Sidi Maarouf",105,3,2,https://www.avito.ma/fr/sidi_maarouf/appartements/Appart_105m_A_R%C3%A9sidence_Casa_Park_Sidi_Maarouf_57384299.htm,"Casablanca, Sidi Maarouf",casablanca,sidi maarouf,1250000
Appartement vue sur mer à vendre à Asilah,2000000,"Appartements dans Asilah, Toute la ville",150,3,3,https://www.avito.ma/fr/asilah/appartements/Appartement_vue_sur_mer_%C3%A0_vendre_%C3%A0_Asilah_57749648.htm,"Asilah, Toute la ville",asilah,toute la ville,2000000
"Appartement à vendre 83 m² à semlalia, guéliz",1550000,"Appartements dans Marrakech, Guéliz",84,2,2,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_semlalia__gu%C3%A9liz_55811696.htm,"Marrakech, Guéliz",marrakech,guéliz,1550000
Appartement à vendre 76 m² à Marrakech,1500000,"Appartements dans Marrakech, Victor Hugo",76,2,2,https://www.avito.ma/fr/victor_hugo/appartements/Appartement_%C3%A0_vendre_76_m%C2%B2_%C3%A0_Marrakech_57647629.htm,"Marrakech, Victor Hugo",marrakech,victor hugo,1500000
Appartement économique à vendre,190000,"Appartements dans Salé, Toute la ville",55,2,1,https://www.avito.ma/fr/sal%C3%A9/appartements/Appartement_%C3%A9conomique_%C3%A0_vendre_54265071.htm,"Salé, Toute la ville",salé,toute la ville,190000
Bel Appartement Moderne Aux Palmeraies À Vendre,1500000,"Appartements dans Marrakech, Palmeraie",85,2,2,https://www.avito.ma/fr/palmeraie/appartements/Bel_Appartement_Moderne_Aux_Palmeraies_%C3%80_Vendre_57779634.htm,"Marrakech, Palmeraie",marrakech,palmeraie,1500000
Appartement 74 m² à ALMAZ,830000,"Appartements dans Casablanca, Almaz",74,2,1,https://www.avito.ma/fr/almaz/appartements/Appartement_74_m%C2%B2_%C3%A0_ALMAZ_57443082.htm,"Casablanca, Almaz",casablanca,almaz,830000
Appartement R plus deux // près de la faculté,540000,"Appartements dans El Jadida, Autre secteur",96,2,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_R_plus_deux____pr%C3%A8s_de_la_facult%C3%A9_56354412.htm,"El Jadida, Autre secteur",el jadida,autre secteur,540000
Appartement 3 ch bien situé,530000,"Appartements dans Martil, Toute la ville",70,3,1,https://www.avito.ma/fr/martil/appartements/Appartement_3_ch_bien_situ%C3%A9_57838299.htm,"Martil, Toute la ville",martil,toute la ville,530000
CMN-MA-2188 - Appartement à vendre à Racine,1680000,"Appartements dans Casablanca, Racine",144,3,1,https://www.avito.ma/fr/racine/appartements/CMN_MA_2188___Appartement_%C3%A0_vendre_%C3%A0_Racine_56537855.htm,"Casablanca, Racine",casablanca,racine,1680000
"Appartement 112 mètres, 3 façades avec soutien",830000,"Appartements dans Marrakech, M'Hamid",112,3,1,https://www.avito.ma/fr/m_hamid/appartements/Appartement_112_m%C3%A8tres__3_fa%C3%A7ades_avec_soutien_56223074.htm,"Marrakech, M'Hamid",marrakech,m'hamid,830000
Appart 68m Maarif Ex Près Carrefour Yacoub,920000,"Appartements dans Casablanca, Maârif Extension",68,2,2,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appart_68m_Maarif_Ex_Pr%C3%A8s_Carrefour_Yacoub_57779357.htm,"Casablanca, Maârif Extension",casablanca,maârif extension,920000
CMN-ME-1690 - Appartement à vendre à 2 Mars,1700000,"Appartements dans Casablanca, 2 Mars",85,2,2,https://www.avito.ma/fr/2_mars/appartements/CMN_ME_1690___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_57325115.htm,"Casablanca, 2 Mars",casablanca,2 mars,1700000
DES Appartements de 109 m² à Victoria - BOUSKOURA,855000,"Appartements dans Bouskoura, Victoria",115,3,2,https://www.avito.ma/fr/victoria/appartements/DES_Appartements_de_109_m%C2%B2_%C3%A0_Victoria___BOUSKOURA_56454082.htm,"Bouskoura, Victoria",bouskoura,victoria,855000
Excellent appartement à vendre de 100m² dans le quartier Moulay Abdellah,970000,"Appartements dans Casablanca, Aïn Chock",100,2,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Excellent_appartement_%C3%A0_vendre_de_100m%C2%B2_dans_le_quartier_Moulay_Abdellah_57838252.htm,"Casablanca, Aïn Chock",casablanca,aïn chock,970000
Urgente Appartement Économique AinChock Lamkansa4,430000,"Appartements dans Lamkansa, Toute la ville",60,2,2,https://www.avito.ma/fr/lamkansa/appartements/Vente_Urgente_Appartement_%C3%89conomique_AinChock_Lamkansa4_57814995.htm,"Lamkansa, Toute la ville",lamkansa,toute la ville,430000
Appartement à Mohammedia au quartier du Parc,1450000,"Appartements dans Mohammedia, Quartier du Parc",125,3,2,https://www.avito.ma/fr/quartier_du_parc/appartements/Appartement_%C3%A0_Mohammedia_au_quartier_du_Parc_57567583.htm,"Mohammedia, Quartier du Parc",mohammedia,quartier du parc,1450000
💎 L'OPPORTUNITÉ GUÉLIZ-SEMLALIA 57 m²,900000,"Appartements dans Marrakech, Guéliz",57,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/___L_OPPORTUNIT%C3%89_GU%C3%89LIZ_SEMLALIA_57_m%C2%B2_57689796.htm,"Marrakech, Guéliz",marrakech,guéliz,900000
CMN-AC-2063 - Appartement à vendre à Sidi Maarouf,900000,"Appartements dans Casablanca, Sidi Maarouf",85,2,2,https://www.avito.ma/fr/sidi_maarouf/appartements/CMN_AC_2063___Appartement_%C3%A0_vendre_%C3%A0_Sidi_Maarouf_57349576.htm,"Casablanca, Sidi Maarouf",casablanca,sidi maarouf,900000
Appartement à vendre 90 m² Limoune à Ouled Teïma,585000,"Appartements dans Ouled Teïma, Toute la ville",90,3,1,https://www.avito.ma/fr/ouled_te%C3%AFma/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_Limoune_%C3%A0_Ouled_Te%C3%AFma_56824722.htm,"Ouled Teïma, Toute la ville",ouled teïma,toute la ville,585000
CMN-HA-1859 - Appartement à vendre à Beauséjour,1270000,"Appartements dans Casablanca, Beauséjour",95,2,2,https://www.avito.ma/fr/beaus%C3%A9jour/appartements/CMN_HA_1859___Appartement_%C3%A0_vendre_%C3%A0_Beaus%C3%A9jour_57245367.htm,"Casablanca, Beauséjour",casablanca,beauséjour,1270000
Appt 3 ch salon à vendre à Val Fleuri,1800000,"Appartements dans Casablanca, Val Fleuri",126,3,2,https://www.avito.ma/fr/val_fleuri/appartements/Appt_3_ch_salon_%C3%A0_vendre_%C3%A0_Val_Fleuri_56660584.htm,"Casablanca, Val Fleuri",casablanca,val fleuri,1800000
Appartement meublé 3 chambres à vendre Tanger,650000,"Appartements dans Tanger, Hay Hassani",70,3,1,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_meubl%C3%A9_3_chambres_%C3%A0_vendre_Tanger_57304897.htm,"Tanger, Hay Hassani",tangier,hay hassani,650000
3 Chambres à vendre 143 m² à Californie,2255000,"Appartements dans Casablanca, Californie",143,3,2,https://www.avito.ma/fr/californie/appartements/3_Chambres_%C3%A0_vendre_143_m%C2%B2_%C3%A0_Californie_56512306.htm,"Casablanca, Californie",casablanca,californie,2255000
CMN-AN-1875 - Appartement à vendre à Bourgogne,1500000,"Appartements dans Casablanca, Bourgogne",113,3,1,https://www.avito.ma/fr/bourgogne/appartements/CMN_AN_1875___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_57306326.htm,"Casablanca, Bourgogne",casablanca,bourgogne,1500000
Appartement en vente 61m² à Gueliz Piscine Rooftop,1500000,"Appartements dans Marrakech, Guéliz",61,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_en_vente_61m%C2%B2_%C3%A0_Gueliz_Piscine_Rooftop_57656300.htm,"Marrakech, Guéliz",marrakech,guéliz,1500000
CMN-MA-2478 - Appartement à vendre à Burger,2200000,"Appartements dans Casablanca, Maarif",197,4,1,https://www.avito.ma/fr/maarif/appartements/CMN_MA_2478___Appartement_%C3%A0_vendre_%C3%A0_Burger_57365012.htm,"Casablanca, Maarif",casablanca,maarif,2200000
Studio-Neuf/JamaisHabité/ 62M²/Tram Busway Ghandi,880000,"Appartements dans Casablanca, Maarif",62,1,1,https://www.avito.ma/fr/maarif/appartements/Studio_Neuf_JamaisHabit%C3%A9__62M%C2%B2_Tram_Busway_Ghandi_57189622.htm,"Casablanca, Maarif",casablanca,maarif,880000
A vendre un appart de 4 chambres sans voisins,3400000,"Appartements dans Casablanca, Quartier des Hôpitaux",274,4,3,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/A_vendre_un_appart_de_4_chambres_sans_voisins_57375208.htm,"Casablanca, Quartier des Hôpitaux",casablanca,quartier des hôpitaux,3280000
Appartement à vendre 51 m² à Casablanca,1000000,"Appartements dans Casablanca, Gauthier",51,1,1,https://www.avito.ma/fr/gauthier/appartements/Appartement_%C3%A0_vendre_51_m%C2%B2_%C3%A0_Casablanca_57808527.htm,"Casablanca, Gauthier",casablanca,gauthier,1000000
"Superbe appartement à vendre dans le quartier Golf, route des Rmilat",960000,"Appartements dans Tanger, Du Golf",79,2,1,https://www.avito.ma/fr/du_golf/appartements/Superbe_appartement_%C3%A0_vendre_dans_le_quartier_Golf__route_des_Rmilat_57030107.htm,"Tanger, Du Golf",tangier,du golf,960000
Superbe appartement à Dar Bouazza,2850000,"Appartements dans Dar Bouazza, Toute la ville",199,4,3,https://www.avito.ma/fr/dar_bouazza/appartements/Superbe_appartement_%C3%A0_Dar_Bouazza_57699278.htm,"Dar Bouazza, Toute la ville",dar bouazza,toute la ville,2850000
Appartements à vendre 56 m² à Marrakech,560000,"Appartements dans Marrakech, Mabrouka",56,2,1,https://www.avito.ma/fr/mabrouka/appartements/Appartements_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Marrakech_57418106.htm,"Marrakech, Mabrouka",marrakech,mabrouka,560000
Appartement neuf à vendre 71 m² à Marrakech,460000,"Appartements dans Marrakech, M'Hamid",71,3,2,https://www.avito.ma/fr/m_hamid/appartements/Appartement_neuf_%C3%A0_vendre_71_m%C2%B2_%C3%A0_Marrakech_53696929.htm,"Marrakech, M'Hamid",marrakech,m'hamid,460000
Appartement à vendre 87 m² à Casablanca,700000,"Appartements dans Casablanca, Aïn Chock",87,2,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_87_m%C2%B2_%C3%A0_Casablanca_57838125.htm,"Casablanca, Aïn Chock",casablanca,aïn chock,700000
Appartement à vendre 74 m² à Casablanca,780000,"Appartements dans Casablanca, Sidi Maarouf",74,2,2,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Casablanca_57677252.htm,"Casablanca, Sidi Maarouf",casablanca,sidi maarouf,780000
Appartement à vendre opportunité unique à Saïd Hajji – Salé,620000,"Appartements dans Salé, Said Hajji",70,2,1,https://www.avito.ma/fr/said_hajji/appartements/Appartement_%C3%A0_vendre_opportunit%C3%A9_unique_%C3%A0_Sa%C3%AFd_Hajji___Sal%C3%A9_57812395.htm,"Salé, Said Hajji",salé,said hajji,620000
Duplex meublé à vendre près du stade Ibn Batouta,1300000,"Appartements dans Tanger, Ziatene",140,2,1,https://www.avito.ma/fr/ziatene/appartements/Duplex_meubl%C3%A9_%C3%A0_vendre_pr%C3%A8s_du_stade_Ibn_Batouta_57110774.htm,"Tanger, Ziatene",tangier,ziatene,1300000
Appartement traversant avec vue mer–Dernier étage,2300000,"Appartements dans Casablanca, Anfa",121,2,1,https://www.avito.ma/fr/anfa/appartements/Appartement_traversant_avec_vue_mer_Dernier_%C3%A9tage_57401272.htm,"Casablanca, Anfa",casablanca,anfa,2300000
Excellents appartements à vendre,900000,"Appartements dans Temara, Autre secteur",120,4,2,https://www.avito.ma/fr/autre_secteur/appartements/Excellents_appartements_%C3%A0_vendre_56831884.htm,"Temara, Autre secteur",temara,autre secteur,900000
VENDRE APPARTEMENT SALON 3 CHAMBRES 70m2,735000,"Appartements dans Casablanca, Autre secteur",70,3,2,https://www.avito.ma/fr/autre_secteur/appartements/%C3%80_VENDRE_APPARTEMENT_SALON_3_CHAMBRES_70m2_57279776.htm,"Casablanca, Autre secteur",casablanca,autre secteur,735000
Spacieux appartement deux façades Belvédère,1100000,"Appartements dans Casablanca, Belvédère",163,2,2,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Spacieux_appartement_deux_fa%C3%A7ades_Belv%C3%A9d%C3%A8re_57130099.htm,"Casablanca, Belvédère",casablanca,belvédère,1100000
Appartement Excellente finition Très ensoleillé,600000,"Appartements dans Salé, Toute la ville",79,2,1,https://www.avito.ma/fr/sal%C3%A9/appartements/Appartement_Excellente_finition_Tr%C3%A8s_ensoleill%C3%A9_57749360.htm,"Salé, Toute la ville",salé,toute la ville,600000
Appartement 2 ch à vendre vue sur mer,2900000,"Appartements dans Tanger, Malabata",82,2,1,https://www.avito.ma/fr/malabata/appartements/Appartement_2_ch_%C3%A0_vendre_vue_sur_mer_57080322.htm,"Tanger, Malabata",tangier,malabata,2900000
RACINE Superbe Appartement Rénové à Vendre 265m²,4850000,"Appartements dans Casablanca, Racine",265,4,3,https://www.avito.ma/fr/racine/appartements/RACINE_Superbe_Appartement_R%C3%A9nov%C3%A9_%C3%A0_Vendre_265m%C2%B2_57696349.htm,"Casablanca, Racine",casablanca,racine,3280000
Appartement à vendre 118m² La Perle du Sahara Dakhla,885000,"Appartements dans Dakhla, Toute la ville",118,4,1,https://www.avito.ma/fr/dakhla/appartements/Appartement_%C3%A0_vendre_118m%C2%B2_La_Perle_du_Sahara_Dakhla_57556568.htm,"Dakhla, Toute la ville",dakhla,toute la ville,885000
Appartement Meublé à vendre à l'Houda,640000,"Appartements dans Agadir, El Houda",55,2,1,https://www.avito.ma/fr/el_houda/appartements/Appartement_Meubl%C3%A9_%C3%A0_vendre_%C3%A0_l_Houda_57768697.htm,"Agadir, El Houda",agadir,el houda,640000
Appartement avec terrasse😍 à vendre à Hay Azdehar,860000,"Appartements dans Marrakech, Hay Izdihar",69,2,1,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_avec_terrasse___%C3%A0_vendre_%C3%A0_Hay_Azdehar_57574042.htm,"Marrakech, Hay Izdihar",marrakech,hay izdihar,860000
A vendre un bel appartement avec terrasse,2480000,"Appartements dans Casablanca, Palmier",140,3,2,https://www.avito.ma/fr/palmier/appartements/A_vendre_un_bel_appartement_avec_terrasse_57373926.htm,"Casablanca, Palmier",casablanca,palmier,2480000
A vendre un joli appartement de 3 chambres,2450000,"Appartements dans Casablanca, Racine",132,3,3,https://www.avito.ma/fr/racine/appartements/A_vendre_un_joli_appartement_de_3_chambres_57415416.htm,"Casablanca, Racine",casablanca,racine,2450000
Apt Neuf 3 Chambres 1Salon roudani Maarif,1400000,"Appartements dans Casablanca, Maarif",70,3,1,https://www.avito.ma/fr/maarif/appartements/Apt_Neuf_3_Chambres_1Salon_roudani_Maarif_57343247.htm,"Casablanca, Maarif",casablanca,maarif,1400000
😍 Appartement rénové avec belle vue,390000,"Appartements dans Marrakech, Azzouzia",59,2,1,https://www.avito.ma/fr/azzouzia/appartements/___Appartement_r%C3%A9nov%C3%A9_avec_belle_vue_57797690.htm,"Marrakech, Azzouzia",marrakech,azzouzia,390000
Appartement à vendre à Hay Salam Oujda,380000,"Appartements dans Oujda, Hay Salam",53,2,1,https://www.avito.ma/fr/hay_salam/appartements/Appartement_%C3%A0_vendre_%C3%A0_Hay_Salam_Oujda_57780476.htm,"Oujda, Hay Salam",oujda,hay salam,380000
Duplex RDC 47 m² en vente - piscine Rooftop,1708000,"Appartements dans Marrakech, Av Abdelkrim El Khattabi",47,1,2,https://www.avito.ma/fr/av_abdelkrim_el_khattabi/appartements/Duplex_RDC_47_m%C2%B2_en_vente___piscine_Rooftop_57606328.htm,"Marrakech, Av Abdelkrim El Khattabi",marrakech,av abdelkrim el khattabi,1708000
TRIANGLE D’OR BEL APPT A VENDRE AVEC TERRASSE,3750000,"Appartements dans Casablanca, Triangle d'Or",267,3,2,https://www.avito.ma/fr/triangle_d_or/appartements/TRIANGLE_D_OR_BEL_APPT_A_VENDRE_AVEC_TERRASSE_55809049.htm,"Casablanca, Triangle d'Or",casablanca,triangle d'or,3280000
Appartement à vendre 149 m² à Casablanca,850000,"Appartements dans Casablanca, Belvédère",149,3,2,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_149_m%C2%B2_%C3%A0_Casablanca_57832871.htm,"Casablanca, Belvédère",casablanca,belvédère,850000
A VENDRE APPARTEMENTS NEUFS AVEC TITRES FONCIERS,575000,"Appartements dans Kénitra, Bir Rami",90,3,1,https://www.avito.ma/fr/bir_rami/appartements/A_VENDRE_APPARTEMENTS_NEUFS_AVEC_TITRES_FONCIERS_57372793.htm,"Kénitra, Bir Rami",kénitra,bir rami,575000
Appartement en vente 65m² à Gueliz-Piscine Rooftop,1498000,"Appartements dans Marrakech, Guéliz",65,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_en_vente_65m%C2%B2_%C3%A0_Gueliz_Piscine_Rooftop_57658705.htm,"Marrakech, Guéliz",marrakech,guéliz,1498000
Studio neuf 41 m2 à vendre Roche Noires,640000,"Appartements dans Casablanca, Roches Noires",41,1,1,https://www.avito.ma/fr/roches_noires/appartements/Studio_neuf_41_m2_%C3%A0_vendre_Roche_Noires_55587139.htm,"Casablanca, Roches Noires",casablanca,roches noires,640000
Duplex à vendre avec piscine proche Guéliz,1050000,"Appartements dans Marrakech, Mabrouka",95,3,2,https://www.avito.ma/fr/mabrouka/appartements/Duplex_%C3%A0_vendre_avec_piscine_proche_Gu%C3%A9liz_57727756.htm,"Marrakech, Mabrouka",marrakech,mabrouka,1050000
Habit immobilier met en vente un joli studio,1180000,"Appartements dans Casablanca, Bourgogne",60,1,1,https://www.avito.ma/fr/bourgogne/appartements/Habit_immobilier_met_en_vente_un_joli_studio_57406412.htm,"Casablanca, Bourgogne",casablanca,bourgogne,1180000
MAÂRIF JOLI APPARTEMENT 109 m² À VENDRE,1050000,"Appartements dans Casablanca, Maarif",109,2,2,https://www.avito.ma/fr/maarif/appartements/MA%C3%82RIF_JOLI_APPARTEMENT_109_m%C2%B2_%C3%80_VENDRE_57654876.htm,"Casablanca, Maarif",casablanca,maarif,1050000
Appartement à vendre 75 m² à Casablanca,650000,"Appartements dans Casablanca, Ain Sebaa",75,2,1,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Casablanca_57634469.htm,"Casablanca, Ain Sebaa",casablanca,ain sebaa,650000
Appart 118 m² Étage 3 Sidi Maarouf,1200000,"Appartements dans Casablanca, Sidi Maarouf",118,3,2,https://www.avito.ma/fr/sidi_maarouf/appartements/Appart_118_m%C2%B2_%C3%89tage_3_Sidi_Maarouf_57742399.htm,"Casablanca, Sidi Maarouf",casablanca,sidi maarouf,1200000
Bel appartement neuf à vendre à Oasis,2400000,"Appartements dans Casablanca, Oasis",118,3,2,https://www.avito.ma/fr/oasis/appartements/Bel_appartement_neuf_%C3%A0_vendre_%C3%A0_Oasis_57797969.htm,"Casablanca, Oasis",casablanca,oasis,2400000
Appartement vue sur la gare routière sans intermédiaire,550000,"Appartements dans Tanger, Autre secteur",67,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_vue_sur_la_gare_routi%C3%A8re_sans_interm%C3%A9diaire_56169439.htm,"Tanger, Autre secteur",tangier,autre secteur,550000
Magnifique penthouse à vendre ou à louer à Wifac,3150000,"Appartements dans Temara, Wifak",230,4,2,https://www.avito.ma/fr/wifak/appartements/Magnifique_penthouse_%C3%A0_vendre_ou_%C3%A0_louer_%C3%A0_Wifac_57321110.htm,"Temara, Wifak",temara,wifak,3150000
DUPLEX D'EXCEPTION Vue MER à vendre MARINA Casa,3690000,"Appartements dans Casablanca, Marina",204,2,2,https://www.avito.ma/fr/marina/appartements/DUPLEX_D_EXCEPTION_Vue_MER_%C3%A0_vendre_MARINA_Casa_57838040.htm,"Casablanca, Marina",casablanca,marina,3280000
Appartement à vendre 48m² à Gueliz - Piscine Rooftop,1077000,"Appartements dans Marrakech, Guéliz",49,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_48m%C2%B2_%C3%A0_Gueliz___Piscine_Rooftop_57658624.htm,"Marrakech, Guéliz",marrakech,guéliz,1077000
Meilleur invest Studio Neuf 62M Tram Busway Ghandi,880000,"Appartements dans Casablanca, Casablanca Finance City",62,1,1,https://www.avito.ma/fr/casablanca_finance_city/appartements/Meilleur_invest_Studio_Neuf_62M_Tram_Busway_Ghandi_57189382.htm,"Casablanca, Casablanca Finance City",casablanca,casablanca finance city,880000
Bel appartement à vendre,2450000,"Appartements dans Tanger, Mozart",119,3,2,https://www.avito.ma/fr/mozart/appartements/Bel_appartement_%C3%A0_vendre_57838018.htm,"Tanger, Mozart",tangier,mozart,2450000
Appartement à vendre 70 m² à Had Soualem,260000,"Appartements dans Had Soualem, Toute la ville",70,3,1,https://www.avito.ma/fr/had_soualem/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Had_Soualem_57838006.htm,"Had Soualem, Toute la ville",had soualem,toute la ville,260000
Appartement neuf avec ascenseur et parking,440000,"Appartements dans Casablanca, Sidi Othmane",81,2,1,https://www.avito.ma/fr/sidi_othmane/appartements/Appartement_neuf_avec_ascenseur_et_parking_55310114.htm,"Casablanca, Sidi Othmane",casablanca,sidi othmane,440000
